Nectarines ‐ Fresh,2012,"11,400",8.47,"96,600",Ton,1230.00,"118,818,000"
"",2011,"11,400",10.00,"114,000",Ton,1120.00,"127,680,000"
Olives,2012,"9,690",3.55,"34,400",Ton,1040.00,"35,776,000"
"",2011,"12,400",1.82,"22,600",Ton,1030.00,"23,278,000"
Oranges ‐Navels,2012,"76,100",13.20,"753,000",Ton,698.00,"525,594,000"
"",2011,"76,700",11.70,"646,000",Ton,725.00,"468,350,000"
"‐ Processed",2012,X,X,"251,000",Ton,75.00,"18,825,000"
"",2011,X,X,"251,000",Ton,66.00,"16,566,000"
Oranges ‐ Valencia,2012,"17,000",14.90,"152,000",Ton,634.00,"96,368,000"
"",2011,"17,700",11.80,"152,000",Ton,552.00,"83,904,000"
"‐ Processed",2012,X,X,"101,000",Ton,140.00,"14,140,000"
"",2011,X,X,"56,400",Ton,123.00,"6,937,000"
Peaches ‐ Cling,2012,"1,150",13.70,"15,800",Ton,317.00,"5,009,000"
"",2011,"1,230",18.20,"22,400",Ton,290.00,"6,496,000"
Peaches ‐ Freestone,2012,"11,300",11.80,"99,800",Ton,1320.00,"131,736,000"
"",2011,"12,400",9.44,"70,200",Ton,1230.00,"86,346,000"
"‐ Processed",2012,X,X,"33,300",Ton,287.00,"9,557,000"
"",2011,X,X,"46,800",Ton,235.00,"10,998,000"
Pears & Asian Pears,2012,172,6.06,"1,040",Ton,2670.00,"2,777,000"
"",2011,232,8.82,"2,050",Ton,1870.00,"3,834,000"
Pecans,2012,398,1.25,498,Ton,3500.00,"1,743,000"
"",2011,585,0.54,316,Ton,5090.00,"1,608,000"
Persimmons,2012,891,4.75,"4,230",Ton,1410.00,"5,964,000"
"",2011,850,4.75,"4,040",Ton,1780.00,"7,191,000"
Pistachio Nuts,2012,"30,000",1.60,"48,000",Ton,4040.00,"193,920,000"
"",2011,"29,600",1.10,"32,600",Ton,4440.00,"144,744,000"
Plums & Pluots,2012,"10,100",9.26,"93,500",Ton,1140.00,"106,590,000"
"",2011,"12,400",7.07,"87,700",Ton,990.00,"86,823,000"
Pomegranates,2012,"4,740",7.03,"33,300",Ton,1280.00,"42,624,000"
"",2011,"4,140",2.49,"10,300",Ton,1670.00,"17,201,000"
Prunes ‐Dried Plums e,2012,"3,080",3.02,"9,300",Ton,1250.00,"11,625,000"
"",2011,"3,510",2.36,"8,300",Ton,1400.00,"11,620,000"
Quince,2012,80,2.56,205,Ton,2140.00,"439,000"
"",2011,150,4.50,675,Ton,1600.00,"1,080,000"
Tangerines f,2012,"15,400",6.03,"92,900",Ton,1510.00,"140,279,000"
"",2011,"14,700",6.59,"96,900",Ton,1380.00,"133,722,000"
Walnuts,2012,"28,900",2.02,"58,400",Ton,3170.00,"185,128,000"
"",2011,"31,500",1.65,"52,000",Ton,2700.00,"140,400,000"
Miscellaneous g,2012,945,X,X,X,X,"13,753,000"
"",2011,638,X,X,X,X,"12,906,000"
TOTAL,2012,"321,154",,,,,"$ 2,835,406,000"
"",2011,"333,408",,,,,"$ 2,201,584,000"
